#,Region,Community,Slug,Community Source #1 (StatCan),Community Source #2 (BC Stats),Community Source #3 (List of BC Local Govts),Community Source #4 (Municipal search),Community Source #5 (Destination BC),ECCC Station (mapped),ECCC Historical Data,ECCC Normals 1981-2010,ECCC Normals 1991-2020,ECCC Weather Alerts,Your Verified Municipal URL,Your Notes
132,Northern BC,Prince Rupert,prince-rupert,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Prince+Rupert%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Prince+Rupert+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Prince+Rupert,Prince Rupert A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Prince+Rupert&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Prince+Rupert&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Prince+Rupert&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
133,Northern BC,Rose Prairie,rose-prairie,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Rose+Prairie%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Rose+Prairie+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Rose+Prairie,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Rose+Prairie&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Rose+Prairie&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Rose+Prairie&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
134,Northern BC,Smithers,smithers,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Smithers%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Smithers+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Smithers,Smithers A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Smithers&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Smithers&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Smithers&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
135,Northern BC,Stewart,stewart,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Stewart%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Stewart+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Stewart,Stewart A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Stewart&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Stewart&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Stewart&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
136,Northern BC,Tachie,tachie,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Tachie%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Tachie+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Tachie,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Tachie&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Tachie&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Tachie&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
137,Northern BC,Taylor,taylor,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Taylor%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Taylor+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Taylor,Fort St John A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Taylor&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Taylor&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Taylor&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
138,Northern BC,Telegraph Creek,telegraph-creek,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Telegraph+Creek%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Telegraph+Creek+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Telegraph+Creek,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Telegraph+Creek&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Telegraph+Creek&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Telegraph+Creek&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
139,Northern BC,Telkwa,telkwa,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Telkwa%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Telkwa+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Telkwa,Smithers A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Telkwa&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Telkwa&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Telkwa&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
140,Northern BC,Terrace,terrace,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Terrace%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Terrace+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Terrace,Terrace A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Terrace&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Terrace&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Terrace&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
141,Northern BC,Tomslake,tomslake,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Tomslake%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Tomslake+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Tomslake,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Tomslake&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Tomslake&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Tomslake&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
142,Northern BC,Tumbler Ridge,tumbler-ridge,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Tumbler+Ridge%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Tumbler+Ridge+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Tumbler+Ridge,Dawson Creek A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Tumbler+Ridge&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Tumbler+Ridge&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Tumbler+Ridge&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
143,Northern BC,Tête Jaune Cache,t-te-jaune-cache,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=T%C3%AAte+Jaune+Cache%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=T%C3%AAte+Jaune+Cache+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=T%C3%AAte+Jaune+Cache,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=T%C3%AAte+Jaune+Cache&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=T%C3%AAte+Jaune+Cache&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=T%C3%AAte+Jaune+Cache&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
144,Northern BC,Usk,usk,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Usk%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Usk+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Usk,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Usk&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Usk&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Usk&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
145,Northern BC,Valemount,valemount,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Valemount%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Valemount+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Valemount,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Valemount&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Valemount&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Valemount&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
146,Northern BC,Vanderhoof,vanderhoof,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Vanderhoof%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Vanderhoof+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Vanderhoof,Fort St James,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Vanderhoof&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Vanderhoof&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Vanderhoof&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
147,Northern BC,Witset,witset,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Witset%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Witset+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Witset,Prince George A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Witset&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Witset&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Witset&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
148,Cariboo,100 Mile House,100-mile-house,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=100+Mile+House%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=100+Mile+House+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=100+Mile+House,Williams Lake A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=100+Mile+House&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=100+Mile+House&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=100+Mile+House&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
149,Cariboo,108 Mile Ranch,108-mile-ranch,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=108+Mile+Ranch%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=108+Mile+Ranch+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=108+Mile+Ranch,Williams Lake A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=108+Mile+Ranch&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=108+Mile+Ranch&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=108+Mile+Ranch&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
150,Cariboo,Cinema,cinema,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Cinema%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Cinema+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Cinema,Quesnel A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Cinema&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Cinema&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Cinema&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
151,Cariboo,Cottonwood,cottonwood,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Cottonwood%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Cottonwood+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Cottonwood,Williams Lake A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Cottonwood&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Cottonwood&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Cottonwood&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
152,Cariboo,Glenora,glenora,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Glenora%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Glenora+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Glenora,Williams Lake A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Glenora&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Glenora&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Glenora&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
153,Cariboo,Quesnel,quesnel,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Quesnel%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Quesnel+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Quesnel,Quesnel A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Quesnel&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Quesnel&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Quesnel&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
154,Cariboo,Wells,wells,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Wells%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Wells+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Wells,Williams Lake A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Wells&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Wells&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Wells&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
155,Cariboo,Williams Lake,williams-lake,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Williams+Lake%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Williams+Lake+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Williams+Lake,Williams Lake A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Williams+Lake&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Williams+Lake&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Williams+Lake&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
156,Southern Interior,Ashcroft,ashcroft,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Ashcroft%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Ashcroft+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Ashcroft,Kamloops A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Ashcroft&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Ashcroft&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Ashcroft&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
157,Southern Interior,Barriere,barriere,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Barriere%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Barriere+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Barriere,Kamloops A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Barriere&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Barriere&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Barriere&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
158,Southern Interior,Blind Bay,blind-bay,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Blind+Bay%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Blind+Bay+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Blind+Bay,Salmon Arm A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Blind+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Blind+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Blind+Bay&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
159,Southern Interior,Blue River,blue-river,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Blue+River%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Blue+River+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Blue+River,Kamloops A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Blue+River&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Blue+River&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Blue+River&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
