#,Category,Term,Slug,Current Default Source(s),Your Verified Source URL,Your Notes
212,Property Types,Gated / guard-gated community,gated-guard-gated-community,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
213,Property Types,Guest house / carriage house,guest-house-carriage-house,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
214,Property Types,High-end amenities,high-end-amenities,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
215,Property Types,Horse ranch / horse farm,horse-ranch-horse-farm,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
216,Property Types,Indoor pool / outdoor leisure complex,indoor-pool-outdoor-leisure-complex,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
217,Property Types,Luxury property,luxury-property,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
218,Property Types,Micro-market (luxury),micro-market-luxury,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
219,Property Types,Move-In Ready,move-in-ready,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
220,Property Types,Ocean view / mountain view property,ocean-view-mountain-view-property,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
221,Property Types,Prime location,prime-location,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
222,Property Types,Resale liquidity (luxury),resale-liquidity-luxury,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca",,
223,Property Types,Residential Tenancy Branch (RTB),residential-tenancy-branch-rtb,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
224,Property Types,Round pen,round-pen,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
225,Property Types,Smart home / home automation,smart-home-home-automation,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
226,Property Types,Stall,stall,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
227,Property Types,Stigmatized Property,stigmatized-property,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
228,Property Types,Tack room,tack-room,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
229,Property Types,Tenanted Property,tenanted-property,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
230,Property Types,Three-Month Notice to End Tenancy for Purchaser's Use,three-month-notice-to-end-tenancy-for-purchaser-s-use,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
231,Property Types,Ultra-luxury / estate-level property,ultra-luxury-estate-level-property,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
232,Property Types,Wash rack / wash area,wash-rack-wash-area,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
233,Property Types,Water rights / well access,water-rights-well-access,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
234,Property Types,Wine cellar,wine-cellar,"Land Title Act (RSBC 1996, c. 250) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96250_00 | BC Assessment — https://www.bcassessment.ca | Land Title and Survey Authority of BC (LTSA) — https://ltsa.ca | BC Government — Local Government Land Use & Zoning — https://www2.gov.bc.ca/gov/content/governments/local-governments/planning-land-use",,
235,Regulations,BCFSA,bcfsa,"BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01",,
236,Regulations,Benchmark Price,benchmark-price,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
237,Regulations,Buyer's Agency,buyer-s-agency,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
238,Regulations,Client vs. Customer Distinction,client-vs-customer-distinction,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
239,Regulations,Diking / Drainage Districts,diking-drainage-districts,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
240,Regulations,Disclosure of Interest in Trade,disclosure-of-interest-in-trade,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
241,Regulations,Disclosure of Representation in Trading Services (DORTS),disclosure-of-representation-in-trading-services-dorts,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
242,Regulations,Fee Sharing Disclosure,fee-sharing-disclosure,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
243,Regulations,Groundwater Protection Regulation,groundwater-protection-regulation,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
244,Regulations,Home Inspection,home-inspection,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
245,Regulations,Licensed Residential Builder,licensed-residential-builder,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
246,Regulations,Limited Dual Agency Exemption,limited-dual-agency-exemption,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
247,Regulations,Meth / Grow-Op History Disclosure,meth-grow-op-history-disclosure,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
248,Regulations,MLS® System,mls-system,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
249,Regulations,Price Reduction,price-reduction,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
250,Regulations,Real Estate Agent,real-estate-agent,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
251,Regulations,Roof Age,roof-age,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
252,Regulations,Septic System Registration,septic-system-registration,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
253,Regulations,Structural Deficiency,structural-deficiency,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
254,Regulations,Underground Oil Storage Tank,underground-oil-storage-tank,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
255,Regulations,Water Licence,water-licence,"Real Estate Services Act (SBC 2004, c. 42) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04042_01 | Real Estate Services Rules — https://www.bcfsa.ca/industry-resources/real-estate-professional-resources/knowledge-base/legislation-and-rules | BC Financial Services Authority (BCFSA) — https://www.bcfsa.ca | Canadian Real Estate Association (CREA) — REALTOR® Code of Ethics — https://www.crea.ca/about/realtor-code/",,
256,Strata,3/4 Vote Resolution,3-4-vote-resolution,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
257,Strata,55+ Age Restriction Bylaw,55-age-restriction-bylaw,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
258,Strata,Accepted Offer,accepted-offer,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
259,Strata,Accessory Dwelling Unit (ADU),accessory-dwelling-unit-adu,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
260,Strata,Adjustment Date,adjustment-date,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
261,Strata,Age Restriction Bylaws (Prohibited 2022),age-restriction-bylaws-prohibited-2022,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing",,
262,Strata,AGM Minutes,agm-minutes,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
263,Strata,Agricultural zoning (A),agricultural-zoning-a,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
264,Strata,Air Space Parcel,air-space-parcel,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
265,Strata,Annual General Meeting (AGM),annual-general-meeting-agm,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
266,Strata,Approval Amount,approval-amount,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
267,Strata,Bare Land Strata,bare-land-strata,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
268,Strata,Building Envelope,building-envelope,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
269,Strata,Building Envelope Report,building-envelope-report,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
270,Strata,Building Permit,building-permit,"Building Act (SBC 2015, c. 2) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15002_01 | BC Building Code — https://www2.gov.bc.ca/gov/content/industry/construction-industry/building-codes-standards/the-codes",,
271,Strata,Bylaw Fine,bylaw-fine,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
272,Strata,Cap Rate,cap-rate,"Strata Property Act (SBC 1998, c. 43) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98043_00 | Strata Property Regulation (BC Reg. 43/2000) — https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/43_2000 | BC Government — Strata Housing — https://www2.gov.bc.ca/gov/content/housing-tenancy/strata-housing | Condominium Home Owners Association of BC (CHOA) — https://www.choa.bc.ca | Civil Resolution Tribunal (CRT) — Strata Disputes — https://civilresolutionbc.ca/how-the-crt-works/getting-started/strata-property-disputes/",,
